GAME,ROUND,COURT,TEAMS
159,14,3,T:E
160,14,4,P:V
161,14,5,D:R
162,14,6,M:X
163,14,7,L:F
164,14,8,N:G
165,14,9,Y:W
166,14,10,B:H
167,14,11,K:A
168,14,12,O:S
169,15,1,U:Y
170,15,2,R:K
171,15,3,S:C
172,15,4,A:X
173,15,5,L:P
174,15,6,B:J
175,15,7,M:T
176,15,8,I:F
177,15,9,D:G
178,15,10,O:W
179,15,11,E:Q
180,15,12,N:V
181,16,1,W:N
182,16,2,D:S
183,16,3,J:I
184,16,4,M:K
185,16,5,F:E
186,16,6,C:Q
187,16,7,X:H
188,16,8,O:L
189,16,9,R:V
190,16,10,Y:A
191,16,11,T:G
192,16,12,U:B
193,17,1,O:T
194,17,2,N:Y
195,17,3,H:M
196,17,4,E:L
197,17,5,I:U
198,17,6,S:P
199,17,7,A:G
200,17,8,D:V
201,17,9,K:B
202,17,10,Q:J
203,17,11,C:R
204,17,12,F:X
205,18,1,Y:R
206,18,2,H:G
207,18,3,B:V
208,18,4,T:N
209,18,5,X:L
210,18,6,J:W
211,18,7,C:M
212,18,8,P:Q
213,18,9,F:D
214,18,10,U:E
215,18,11,I:S
216,18,12,K:O
217,19,1,T:D
218,19,2,S:X
219,19,3,I:R
220,19,4,K:W
221,19,5,U:M
222,19,6,P:Y
223,19,7,G:J
224,19,8,C:O
225,19,9,B:L
226,19,10,A:F
227,19,11,N:E
228,19,12,H:Q
229,20,1,H:A
230,20,2,P:W
231,20,3,U:X
232,20,4,B:F
233,20,5,N:O
234,20,6,E:I
235,20,7,V:K
236,20,8,T:R
237,20,9,Q:S
238,20,10,G:C
239,20,11,J:D
240,20,12,M:L
241,21,1,L:W
242,21,2,V:T
243,21,3,G:Q
244,21,4,U:H
245,21,5,J:F
246,21,6,D:C
247,21,7,Y:X
248,21,8,B:E
249,21,9,M:R
250,21,10,P:N
251,21,11,S:K
252,21,12,A:I
253,22,1,X:V
254,22,2,K:J
255,22,3,L:S
256,22,4,D:A
257,22,5,W:H
258,22,6,F:N
259,22,7,R:Q
260,22,8,Y:I
261,22,9,C:E
262,22,10,M:O
263,22,11,G:B
264,22,12,T:P
265,23,1,Q:O
266,23,2,G:R
267,23,3,C:B
268,23,4,X:T
269,23,5,V:I
270,23,6,H:S
271,23,7,E:A
272,23,8,F:P
273,23,9,N:K
274,23,10,W:U
275,23,11,Y:L
276,23,12,J:M
277,24,1,P:J
278,24,2,C:A
279,24,3,K:F
280,24,4,O:R
281,24,5,B:D
282,24,6,G:M
283,24,7,U:L
284,24,8,S:W
285,24,9,T:Y
286,24,10,I:X
287,24,11,Q:V
288,24,12,E:H
289,25,1,A:B
290,25,2,L:H
291,25,3,V:Y
292,25,4,N:J
293,25,5,O:G
294,25,6,I:T
295,25,7,K:P
296,25,8,Q:M
297,25,9,S:U
298,25,10,E:D
299,25,11,F:C
300,25,12,W:R
