GAME,ROUND,COURT,TEAMS
1,1,1,D:P
2,1,2,B:O
3,1,3,J:G
4,1,4,L:A
5,1,5,E:N
6,1,6,M:I
7,1,7,K:F
8,1,8,Q:H
9,1,9,C:R
10,2,1,E:M
11,2,2,C:K
12,2,3,A:Q
13,2,4,J:H
14,2,5,I:P
15,2,6,D:N
16,2,7,R:B
17,2,8,G:L
18,2,9,F:O
19,3,1,C:L
20,3,2,A:M
21,3,3,D:R
22,3,4,I:K
23,3,5,B:Q
24,3,6,J:F
25,3,7,H:N
26,3,8,O:E
27,3,9,G:P
28,4,1,R:H
29,4,2,L:I
30,4,3,N:F
31,4,4,M:B
32,4,5,K:G
33,4,6,A:O
34,4,7,E:J
35,4,8,C:P
36,4,9,Q:D
37,5,1,O:G
38,5,2,J:D
39,5,3,P:B
40,5,4,N:C
41,5,5,A:R
42,5,6,H:K
43,5,7,Q:I
44,5,8,F:M
45,5,9,L:E
46,6,1,N:I
47,6,2,R:F
48,6,3,H:L
49,6,4,Q:G
50,6,5,M:D
51,6,6,P:E
52,6,7,C:O
53,6,8,J:A
54,6,9,K:B
55,7,1,K:A
56,7,2,Q:E
57,7,3,M:C
58,7,4,P:F
59,7,5,O:H
60,7,6,R:G
61,7,7,L:D
62,7,8,B:N
63,7,9,J:I
64,8,1,I:D
65,8,2,H:A
66,8,3,K:O
67,8,4,R:E
68,8,5,C:F
69,8,6,L:Q
70,8,7,B:G
71,8,8,M:J
72,8,9,P:N
73,9,1,P:J
74,9,2,K:L
75,9,3,B:H
76,9,4,C:Q
77,9,5,N:O
78,9,6,I:A
79,9,7,M:R
80,9,8,E:F
81,9,9,D:G
82,10,1,F:Q
83,10,2,G:N
84,10,3,E:K
85,10,4,D:O
86,10,5,J:C
87,10,6,B:L
88,10,7,A:P
89,10,8,R:I
90,10,9,H:M
91,11,1,G:C
92,11,2,I:B
93,11,3,L:M
94,11,4,H:P
95,11,5,F:A
96,11,6,O:R
97,11,7,D:E
98,11,8,K:Q
99,11,9,N:J
100,12,1,B:F
101,12,2,D:H
102,12,3,R:J
103,12,4,A:N
104,12,5,G:E
105,12,6,Q:P
106,12,7,I:C
107,12,8,L:O
108,12,9,M:K
109,13,1,M:O
110,13,2,P:R
111,13,3,Q:N
112,13,4,K:D
113,13,5,L:J
114,13,6,E:B
115,13,7,G:A
116,13,8,H:C
117,13,9,I:F
118,14,1,L:N
119,14,2,M:Q
120,14,3,O:P
121,14,4,B:J
122,14,5,R:K
123,14,6,C:D
124,14,7,F:H
125,14,8,I:G
126,14,9,E:A
127,15,1,Q:R
128,15,2,O:J
129,15,3,I:E
130,15,4,F:L
131,15,5,P:M
132,15,6,G:H
133,15,7,N:K
134,15,8,A:D
135,15,9,B:C
136,16,1,H:E
137,16,2,F:G
138,16,3,C:A
139,16,4,O:I
140,16,5,D:B
141,16,6,N:M
142,16,7,J:Q
143,16,8,P:K
144,16,9,R:L
145,17,1,A:B
146,17,2,E:C
147,17,3,F:D
148,17,4,G:M
149,17,5,H:I
150,17,6,K:J
151,17,7,P:L
152,17,8,N:R
153,17,9,O:Q
