GAME,ROUND,COURT,TEAMS
1,1,1,K:N
2,1,2,L:M
3,1,3,P:I
4,1,4,O:J
5,1,5,X:E
6,1,6,F:W
7,1,7,A:T
8,1,8,B:S
9,1,9,G:V
10,1,10,H:U
11,1,11,R:C
12,1,12,D:Q
13,2,1,J:P
14,2,2,O:I
15,2,3,N:L
16,2,4,M:K
17,2,5,H:V
18,2,6,G:U
19,2,7,R:D
20,2,8,C:Q
21,2,9,F:X
22,2,10,W:E
23,2,11,B:T
24,2,12,S:A
25,3,1,L:O
26,3,2,K:P
27,3,3,M:J
28,3,4,I:N
29,3,5,F:U
30,3,6,V:E
31,3,7,B:Q
32,3,8,R:A
33,3,9,H:W
34,3,10,G:X
35,3,11,D:S
36,3,12,T:C
37,4,1,I:M
38,4,2,N:J
39,4,3,K:O
40,4,4,P:L
41,4,5,W:G
42,4,6,H:X
43,4,7,S:C
44,4,8,T:D
45,4,9,E:U
46,4,10,F:V
47,4,11,Q:A
48,4,12,B:R
49,5,1,V:K
50,5,2,U:L
51,5,3,I:X
52,5,4,J:W
53,5,5,P:A
54,5,6,B:O
55,5,7,T:E
56,5,8,S:F
57,5,9,C:N
58,5,10,D:M
59,5,11,G:R
60,5,12,Q:H
61,6,1,X:J
62,6,2,I:W
63,6,3,L:V
64,6,4,K:U
65,6,5,D:N
66,6,6,C:M
67,6,7,H:R
68,6,8,Q:G
69,6,9,B:P
70,6,10,O:A
71,6,11,T:F
72,6,12,E:S
73,7,1,W:L
74,7,2,X:K
75,7,3,J:U
76,7,4,V:I
77,7,5,B:M
78,7,6,N:A
79,7,7,Q:F
80,7,8,E:R
81,7,9,D:O
82,7,10,C:P
83,7,11,S:H
84,7,12,G:T
85,8,1,U:I
86,8,2,J:V
87,8,3,W:K
88,8,4,L:X
89,8,5,O:C
90,8,6,D:P
91,8,7,G:S
92,8,8,H:T
93,8,9,A:M
94,8,10,B:N
95,8,11,E:Q
96,8,12,R:F
97,9,1,N:S
98,9,2,M:T
99,9,3,Q:P
100,9,4,R:O
101,9,5,A:X
102,9,6,W:B
103,9,7,E:L
104,9,8,F:K
105,9,9,V:C
106,9,10,U:D
107,9,11,J:G
108,9,12,H:I
109,10,1,P:R
110,10,2,Q:O
111,10,3,T:N
112,10,4,S:M
113,10,5,V:D
114,10,6,U:C
115,10,7,J:H
116,10,8,G:I
117,10,9,X:B
118,10,10,A:W
119,10,11,F:L
120,10,12,K:E
121,11,1,O:T
122,11,2,P:S
123,11,3,R:M
124,11,4,N:Q
125,11,5,U:B
126,11,6,A:V
127,11,7,F:I
128,11,8,J:E
129,11,9,W:D
130,11,10,X:C
131,11,11,H:K
132,11,12,L:G
133,12,1,M:Q
134,12,2,R:N
135,12,3,O:S
136,12,4,T:P
137,12,5,C:W
138,12,6,X:D
139,12,7,K:G
