GAME,ROUND,COURT,TEAMS
1,1,1,K:S
2,1,2,M:F
3,1,3,D:P
4,1,4,G:H
5,1,5,O:T
6,1,6,B:R
7,1,7,C:V
8,1,8,N:Q
9,1,9,U:J
10,1,10,E:W
11,1,11,L:A
12,2,1,J:C
13,2,2,T:I
14,2,3,M:V
15,2,4,K:B
16,2,5,L:S
17,2,6,F:E
18,2,7,N:G
19,2,8,U:P
20,2,9,Q:A
21,2,10,O:D
22,2,11,W:H
23,3,1,T:A
24,3,2,W:G
25,3,3,N:D
26,3,4,H:U
27,3,5,J:K
28,3,6,I:S
29,3,7,R:P
30,3,8,E:C
31,3,9,O:B
32,3,10,V:L
33,3,11,F:Q
34,4,1,E:K
35,4,2,Q:C
36,4,3,R:H
37,4,4,J:O
38,4,5,D:W
39,4,6,N:B
40,4,7,F:T
41,4,8,M:L
42,4,9,A:S
43,4,10,G:U
44,4,11,I:V
45,5,1,B:W
46,5,2,G:R
47,5,3,E:O
48,5,4,V:A
49,5,5,T:C
50,5,6,S:F
51,5,7,U:D
52,5,8,Q:K
53,5,9,P:H
54,5,10,M:I
55,5,11,J:N
56,6,1,G:M
57,6,2,F:U
58,6,3,A:R
59,6,4,P:I
60,6,5,Q:E
61,6,6,T:J
62,6,7,L:H
63,6,8,S:B
64,6,9,N:K
65,6,10,W:C
66,6,11,V:D
67,7,1,U:E
68,7,2,S:O
69,7,3,V:K
70,7,4,N:T
71,7,5,A:I
72,7,6,Q:W
73,7,7,J:R
74,7,8,L:F
75,7,9,C:M
76,7,10,D:H
77,7,11,B:P
78,8,1,R:V
79,8,2,H:T
80,8,3,Q:G
81,8,4,W:L
82,8,5,U:M
83,8,6,A:O
84,8,7,D:E
85,8,8,B:J
86,8,9,S:P
87,8,10,I:N
88,8,11,K:F
89,9,1,I:D
90,9,2,B:L
91,9,3,J:M
92,9,4,E:V
93,9,5,K:R
94,9,6,C:P
95,9,7,S:Q
96,9,8,G:A
97,9,9,W:N
98,9,10,H:F
99,9,11,O:U
100,10,1,V:G
101,10,2,D:S
102,10,3,C:N
103,10,4,Q:J
104,10,5,P:L
105,10,6,H:M
106,10,7,K:O
107,10,8,F:W
108,10,9,B:T
109,10,10,U:A
110,10,11,R:I
111,11,1,C:F
112,11,2,L:N
113,11,3,H:Q
114,11,4,T:P
115,11,5,E:G
116,11,6,V:U
117,11,7,M:W
118,11,8,O:I
119,11,9,J:D
120,11,10,S:R
121,11,11,A:K
122,12,1,H:I
123,12,2,V:B
124,12,3,P:A
125,12,4,U:C
126,12,5,R:F
127,12,6,W:K
128,12,7,O:N
129,12,8,D:M
130,12,9,G:L
131,12,10,T:E
132,12,11,S:J
133,13,1,F:N
134,13,2,E:J
135,13,3,G:S
136,13,4,L:R
137,13,5,W:A
138,13,6,D:T
139,13,7,P:M
140,13,8,I:U
141,13,9,H:V
142,13,10,Q:B
143,13,11,C:O
144,14,1,P:J
145,14,2,O:V
146,14,3,I:F
147,14,4,M:K
148,14,5,H:B
149,14,6,L:C
150,14,7,Q:U
151,14,8,W:T
152,14,9,E:R
153,14,10,N:S
154,14,11,D:G
155,15,1,D:L
156,15,2,U:K
157,15,3,S:E
158,15,4,O:W
159,15,5,F:P
160,15,6,G:I
161,15,7,H:A
162,15,8,C:R
163,15,9,T:Q
164,15,10,J:V
165,15,11,M:B
166,16,1,M:O
167,16,2,P:E
168,16,3,T:U
169,16,4,A:F
170,16,5,N:V
171,16,6,K:L
172,16,7,W:S
173,16,8,J:H
174,16,9,I:C
175,16,10,B:G
176,16,11,Q:R
177,17,1,L:U
178,17,2,R:M
179,17,3,W:I
180,17,4,D:Q
181,17,5,S:H
182,17,6,P:V
183,17,7,E:B
184,17,8,A:N
185,17,9,F:O
186,17,10,C:K
187,17,11,G:T
188,18,1,O:Q
189,18,2,J:W
190,18,3,K:T
191,18,4,C:S
192,18,5,B:U
193,18,6,R:D
194,18,7,V:F
195,18,8,P:G
196,18,9,L:I
197,18,10,A:M
198,18,11,N:E
199,19,1,W:R
200,19,2,N:P
201,19,3,F:B
202,19,4,I:E
203,19,5,C:D
204,19,6,O:H
205,19,7,A:J
206,19,8,V:S
207,19,9,K:G
208,19,10,L:Q
209,19,11,T:M
210,20,1,S:T
211,20,2,A:D
212,20,3,L:J
213,20,4,F:G
214,20,5,V:Q
215,20,6,U:N
216,20,7,B:I
217,20,8,R:O
218,20,9,M:E
219,20,10,K:P
220,20,11,H:C
221,21,1,N:H
222,21,2,I:Q
223,21,3,B:C
224,21,4,S:M
225,21,5,G:O
226,21,6,E:A
227,21,7,T:L
228,21,8,K:D
229,21,9,R:U
230,21,10,F:J
231,21,11,P:W
232,22,1,Q:P
233,22,2,C:A
234,22,3,O:L
235,22,4,B:D
236,22,5,M:N
237,22,6,J:G
238,22,7,I:K
239,22,8,H:E
240,22,9,V:W
241,22,10,R:T
242,22,11,U:S
243,23,1,A:B
244,23,2,K:H
245,23,3,U:W
246,23,4,R:N
247,23,5,I:J
248,23,6,M:Q
249,23,7,G:C
250,23,8,T:V
251,23,9,D:F
252,23,10,P:O
253,23,11,E:L
