GAME,ROUND,COURT,TEAMS
1,1,1,A:E
2,1,1,C:B
3,1,1,A:D
4,2,1,E:F
5,2,1,B:A
6,2,2,F:B
7,3,2,D:E
8,3,2,C:F
9,3,2,B:D
10,4,2,E:C
11,4,3,D:C
12,4,3,A:F
13,5,3,E:B
14,5,3,C:A
15,5,3,F:D
